file.name,database,uri,sub.database,pathway.id,pathway.name,macromolecule.ID.type,simple.chemical.ID.type
http___identifiers.org_reactome_R-HSA-3000178.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3000178,reactome,R-HSA-3000178,ECM proteoglycans,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3000471.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3000471,reactome,R-HSA-3000471,Scavenging by Class B Receptors,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3000480.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3000480,reactome,R-HSA-3000480,Scavenging by Class A Receptors,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3000484.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3000484,reactome,R-HSA-3000484,Scavenging by Class F Receptors,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3000497.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3000497,reactome,R-HSA-3000497,Scavenging by Class H Receptors,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3065676.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3065676,reactome,R-HSA-3065676,SUMO is conjugated to E1 (UBA2:SAE1),pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3065678.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3065678,reactome,R-HSA-3065678,"""SUMO is transferred from E1 to E2 (UBE2I, UBC9)""",pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3065679.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3065679,reactome,R-HSA-3065679,SUMO is proteolytically processed,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3108214.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3108214,reactome,R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3134963.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3134963,reactome,R-HSA-3134963,DEx/H-box helicases activate type I IFN and inflammatory cytokines production,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3134973.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3134973,reactome,R-HSA-3134973,LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3134975.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3134975,reactome,R-HSA-3134975,Regulation of innate immune responses to cytosolic DNA,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3214815.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3214815,reactome,R-HSA-3214815,HDACs deacetylate histones,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3214841.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3214841,reactome,R-HSA-3214841,PKMTs methylate histone lysines,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3214842.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3214842,reactome,R-HSA-3214842,HDMs demethylate histones,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3214847.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3214847,reactome,R-HSA-3214847,HATs acetylate histones,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3214858.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3214858,reactome,R-HSA-3214858,RMTs methylate histone arginines,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3229133.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3229133,reactome,R-HSA-3229133,GSD Ib,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3232118.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3232118,reactome,R-HSA-3232118,SUMOylation of transcription factors,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3238698.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3238698,reactome,R-HSA-3238698,WNT ligand biogenesis and trafficking,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3247509.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3247509,reactome,R-HSA-3247509,Chromatin modifying enzymes,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3248023.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3248023,reactome,R-HSA-3248023,Regulation by TREX1,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3249367.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3249367,reactome,R-HSA-3249367,STAT6-mediated induction of chemokines,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3270619.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3270619,reactome,R-HSA-3270619,IRF3-mediated induction of type I IFN,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3274531.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3274531,reactome,R-HSA-3274531,GSD Ia,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3282872.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3282872,reactome,R-HSA-3282872,SCN4,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3295583.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3295583,reactome,R-HSA-3295583,TRP channels,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3296197.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3296197,reactome,R-HSA-3296197,Hydroxycarboxylic acid-binding receptors,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3299685.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3299685,reactome,R-HSA-3299685,Detoxification of Reactive Oxygen Species,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3301854.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3301854,reactome,R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3304356.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3304356,reactome,R-HSA-3304356,SMAD2/3 Phosphorylation Motif Mutants in Cancer,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3311021.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3311021,reactome,R-HSA-3311021,SMAD4 MH2 Domain Mutants in Cancer,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3315487.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3315487,reactome,R-HSA-3315487,SMAD2/3 MH2 Domain Mutants in Cancer,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3322077.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3322077,reactome,R-HSA-3322077,Glycogen synthesis,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3359454.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3359454,reactome,R-HSA-3359454,Defective TCN2 causes hereditary megaloblastic anemia,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3359457.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3359457,reactome,R-HSA-3359457,Defective GIF causes intrinsic factor deficiency,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3359458.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3359458,reactome,R-HSA-3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3359462.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3359462,reactome,R-HSA-3359462,Defective AMN causes hereditary megaloblastic anemia 1,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3359463.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3359463,reactome,R-HSA-3359463,Defective CUBN causes hereditary megaloblastic anemia 1,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3359467.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3359467,reactome,R-HSA-3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3359469.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3359469,reactome,R-HSA-3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3359471.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3359471,reactome,R-HSA-3359471,Defective MMAB causes methylmalonic aciduria type cblB,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3359473.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3359473,reactome,R-HSA-3359473,Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3359474.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3359474,reactome,R-HSA-3359474,Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3359475.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3359475,reactome,R-HSA-3359475,Defective MMAA causes methylmalonic aciduria type cblA,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3359478.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3359478,reactome,R-HSA-3359478,Defective MUT causes methylmalonic aciduria mut type,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3359485.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3359485,reactome,R-HSA-3359485,Defective CD320 causes methylmalonic aciduria,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3371378.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3371378,reactome,R-HSA-3371378,Regulation by c-FLIP,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3371453.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3371453,reactome,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3371497.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3371497,reactome,R-HSA-3371497,HSP90 chaperone cycle for SHRs,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3371511.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3371511,reactome,R-HSA-3371511,HSF1 activation,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3371568.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3371568,reactome,R-HSA-3371568,Attenuation phase,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3371571.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3371571,reactome,R-HSA-3371571,HSF1-dependent transactivation,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3371598.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3371598,reactome,R-HSA-3371598,Defective BTD causes biotidinase deficiency,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3371599.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3371599,reactome,R-HSA-3371599,Defective HLCS causes multiple carboxylase deficiency,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-349425.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-349425,reactome,R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-350054.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-350054,reactome,R-HSA-350054,Notch-HLH transcription pathway,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-350562.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-350562,reactome,R-HSA-350562,Regulation of ornithine decarboxylase (ODC),pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-350864.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-350864,reactome,R-HSA-350864,Regulation of thyroid hormone activity,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-351143.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-351143,reactome,R-HSA-351143,Agmatine biosynthesis,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-351200.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-351200,reactome,R-HSA-351200,Interconversion of polyamines,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-351202.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-351202,reactome,R-HSA-351202,Metabolism of polyamines,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-351906.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-351906,reactome,R-HSA-351906,Apoptotic cleavage of cell adhesion proteins,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-352230.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-352230,reactome,R-HSA-352230,Amino acid transport across the plasma membrane,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-352238.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-352238,reactome,R-HSA-352238,Breakdown of the nuclear lamina,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-354192.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-354192,reactome,R-HSA-354192,Integrin alphaIIb beta3 signaling,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-354194.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-354194,reactome,R-HSA-354194,GRB2:SOS provides linkage to MAPK signaling for Integrins,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3560783.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3560783,reactome,R-HSA-3560783,"""Defective B4GALT7 causes EDS, progeroid type""",pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3560792.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3560792,reactome,R-HSA-3560792,Defective SLC26A2 causes chondrodysplasias,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3560796.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3560796,reactome,R-HSA-3560796,Defective PAPSS2 causes SEMD-PA,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3560801.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3560801,reactome,R-HSA-3560801,Defective B3GAT3 causes JDSSDHD,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3595172.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3595172,reactome,R-HSA-3595172,Defective CHST3 causes SEDCJD,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3595174.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3595174,reactome,R-HSA-3595174,"""Defective CHST14 causes EDS, musculocontractural type""",pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3595177.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3595177,reactome,R-HSA-3595177,Defective CHSY1 causes TPBS,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3642279.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3642279,reactome,R-HSA-3642279,TGFBR2 MSI Frameshift Mutants in Cancer,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3645790.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3645790,reactome,R-HSA-3645790,TGFBR2 Kinase Domain Mutants in Cancer,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3656225.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3656225,reactome,R-HSA-3656225,Defective CHST6 causes MCDC1,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3656237.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3656237,reactome,R-HSA-3656237,Defective EXT2 causes exostoses 2,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3656243.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3656243,reactome,R-HSA-3656243,Defective ST3GAL3 causes MCT12 and EIEE15,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3656244.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3656244,reactome,R-HSA-3656244,Defective B4GALT1 causes B4GALT1-CDG (CDG-2d),pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3656253.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3656253,reactome,R-HSA-3656253,"""Defective EXT1 causes exostoses 1, TRPS2 and CHDS""",pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3656532.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3656532,reactome,R-HSA-3656532,TGFBR1 KD Mutants in Cancer,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3656535.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3656535,reactome,R-HSA-3656535,TGFBR1 LBD Mutants in Cancer,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-372708.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-372708,reactome,R-HSA-372708,p130Cas linkage to MAPK signaling for integrins,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-373076.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-373076,reactome,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-373080.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-373080,reactome,R-HSA-373080,Class B/2 (Secretin family receptors),pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-373752.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-373752,reactome,R-HSA-373752,Netrin-1 signaling,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-373753.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-373753,reactome,R-HSA-373753,Nephrin family interactions,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-373756.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-373756,reactome,R-HSA-373756,SDK interactions,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-373760.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-373760,reactome,R-HSA-373760,L1CAM interactions,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-375165.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-375165,reactome,R-HSA-375165,NCAM signaling for neurite out-growth,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-375170.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-375170,reactome,R-HSA-375170,CDO in myogenesis,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-375276.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-375276,reactome,R-HSA-375276,Peptide ligand-binding receptors,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-375280.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-375280,reactome,R-HSA-375280,Amine ligand-binding receptors,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-375281.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-375281,reactome,R-HSA-375281,Hormone ligand-binding receptors,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-376172.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-376172,reactome,R-HSA-376172,DSCAM interactions,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-376176.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-376176,reactome,R-HSA-376176,Signaling by Robo receptor,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3769402.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3769402,reactome,R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3772470.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3772470,reactome,R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3785653.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3785653,reactome,R-HSA-3785653,Myoclonic epilepsy of Lafora,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-379397.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-379397,reactome,R-HSA-379397,Enzymatic degradation of dopamine by COMT,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-379398.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-379398,reactome,R-HSA-379398,Enzymatic degradation of Dopamine by monoamine oxidase,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-379401.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-379401,reactome,R-HSA-379401,Clearance of dopamine,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-379716.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-379716,reactome,R-HSA-379716,Cytosolic tRNA aminoacylation,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-379726.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-379726,reactome,R-HSA-379726,Mitochondrial tRNA aminoacylation,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-380095.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-380095,reactome,R-HSA-380095,Tachykinin receptors bind tachykinins,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-380108.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-380108,reactome,R-HSA-380108,Chemokine receptors bind chemokines,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-380259.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-380259,reactome,R-HSA-380259,Loss of Nlp from mitotic centrosomes,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-380270.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-380270,reactome,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-380284.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-380284,reactome,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-380320.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-380320,reactome,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-380612.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-380612,reactome,R-HSA-380612,Metabolism of serotonin,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-380615.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-380615,reactome,R-HSA-380615,Clearance of seratonin,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-380972.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-380972,reactome,R-HSA-380972,Energy dependent regulation of mTOR by LKB1-AMPK,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-380994.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-380994,reactome,R-HSA-380994,ATF4 activates genes,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-381033.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-381033,reactome,R-HSA-381033,ATF6 (ATF6-alpha) activates chaperones,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-381038.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-381038,reactome,R-HSA-381038,XBP1(S) activates chaperone genes,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-381042.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-381042,reactome,R-HSA-381042,PERK regulates gene expression,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-381070.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-381070,reactome,R-HSA-381070,IRE1alpha activates chaperones,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-381183.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-381183,reactome,R-HSA-381183,ATF6 (ATF6-alpha) activates chaperone genes,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-381340.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-381340,reactome,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-381426.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-381426,reactome,R-HSA-381426,Regulation of IGF Activity by IGFBP,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3814836.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3814836,reactome,R-HSA-3814836,GSD XV,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-381676.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-381676,reactome,R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-381753.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-381753,reactome,R-HSA-381753,Olfactory Signaling Pathway,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-381771.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-381771,reactome,R-HSA-381771,"""Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)""",pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-382556.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-382556,reactome,R-HSA-382556,ABC-family proteins mediated transport,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3828062.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3828062,reactome,R-HSA-3828062,GSD 0 (muscle),pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-383280.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-383280,reactome,R-HSA-383280,Nuclear Receptor transcription pathway,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3858516.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3858516,reactome,R-HSA-3858516,GSD 0,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-3878781.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-3878781,reactome,R-HSA-3878781,GSD IV,pathwayCommons,pathwayCommons
http___identifiers.org_reactome_R-HSA-388479.sbgn,pathwayCommons,http://identifiers.org/reactome/R-HSA-388479,reactome,R-HSA-388479,Vasopressin-like receptors,pathwayCommons,pathwayCommons
